symbol,week,start_ts,end_ts,model,n_points,MAE,RMSE,MAPE
BTCUSDT,1,2024-07-24 12:00:00+00:00,2024-07-31 11:00:00+00:00,naive,168,183.18823529411662,221.71783870496137,0.27651367727204085
BTCUSDT,1,2024-07-24 12:00:00+00:00,2024-07-31 11:00:00+00:00,arima,168,182.92531058488555,221.1453764899621,0.2761124148921238
BTCUSDT,1,2024-07-24 12:00:00+00:00,2024-07-31 11:00:00+00:00,ast,168,1890.349133132625,1904.2317250996537,2.8537255368679046
BTCUSDT,2,2023-12-27 19:00:00+00:00,2024-01-03 18:00:00+00:00,naive,167,275.6558823529404,490.0475934269334,0.6266032369749678
BTCUSDT,2,2023-12-27 19:00:00+00:00,2024-01-03 18:00:00+00:00,arima,167,288.3994065053185,510.9760533798768,0.6564229738989233
BTCUSDT,2,2023-12-27 19:00:00+00:00,2024-01-03 18:00:00+00:00,ast,167,1132.6310275677833,1203.9317510362914,2.513785981220246
BTCUSDT,3,2024-12-18 17:00:00+00:00,2024-12-25 16:00:00+00:00,naive,168,375.8294117647058,541.0103516460987,0.3863414225195287
BTCUSDT,3,2024-12-18 17:00:00+00:00,2024-12-25 16:00:00+00:00,arima,168,385.64839398408964,557.0909485292835,0.39636326427531743
BTCUSDT,3,2024-12-18 17:00:00+00:00,2024-12-25 16:00:00+00:00,ast,168,2195.5514569759284,2374.7975833482733,2.238157327258292
BTCUSDT,4,2024-03-20 08:00:00+00:00,2024-03-27 07:00:00+00:00,naive,168,299.6264705882354,344.0964557828997,0.4258831424767829
BTCUSDT,4,2024-03-20 08:00:00+00:00,2024-03-27 07:00:00+00:00,arima,168,315.25978880984235,361.94096257740955,0.448102187285334
BTCUSDT,4,2024-03-20 08:00:00+00:00,2024-03-27 07:00:00+00:00,ast,168,4900.093922301038,4916.664077852978,6.960261058829417
BTCUSDT,5,2022-11-03 08:00:00+00:00,2022-11-10 07:00:00+00:00,naive,165,170.06060606060606,224.40014314261086,1.0038576780421808
BTCUSDT,5,2022-11-03 08:00:00+00:00,2022-11-10 07:00:00+00:00,arima,165,170.60178092495622,225.90650424413536,1.0072950475530913
BTCUSDT,5,2022-11-03 08:00:00+00:00,2022-11-10 07:00:00+00:00,ast,165,1799.3229696251708,1920.8987742031309,10.67371234001308
BTCUSDT,6,2023-05-24 06:00:00+00:00,2023-05-31 05:00:00+00:00,naive,168,68.3970588235293,98.72953697140622,0.24761186373973673
BTCUSDT,6,2023-05-24 06:00:00+00:00,2023-05-31 05:00:00+00:00,arima,168,64.28293481861714,96.25115727608865,0.23262102761069714
BTCUSDT,6,2023-05-24 06:00:00+00:00,2023-05-31 05:00:00+00:00,ast,168,249.4592286789374,265.7458412067977,0.9015373755183307
BTCUSDT,7,2024-05-22 02:00:00+00:00,2024-05-29 01:00:00+00:00,naive,168,261.94117647058823,332.65022700941046,0.3822346701105564
BTCUSDT,7,2024-05-22 02:00:00+00:00,2024-05-29 01:00:00+00:00,arima,168,268.98990402151384,342.0988748215463,0.3923241809114856
BTCUSDT,7,2024-05-22 02:00:00+00:00,2024-05-29 01:00:00+00:00,ast,168,1047.7040687179124,1165.9941898544978,1.5342703505057111
BTCUSDT,8,2024-06-23 19:00:00+00:00,2024-06-30 18:00:00+00:00,naive,167,90.79117647058807,139.29505818690816,0.14799416949210972
BTCUSDT,8,2024-06-23 19:00:00+00:00,2024-06-30 18:00:00+00:00,arima,167,90.00937800958854,141.26738655988976,0.14668850672766115
BTCUSDT,8,2024-06-23 19:00:00+00:00,2024-06-30 18:00:00+00:00,ast,167,531.053135003232,619.3518120415121,0.8702286093532838
BTCUSDT,9,2023-04-21 04:00:00+00:00,2023-04-28 03:00:00+00:00,naive,165,169.44848484848504,288.2955459561973,0.5864347168925346
BTCUSDT,9,2023-04-21 04:00:00+00:00,2023-04-28 03:00:00+00:00,arima,165,166.35423001629852,286.9540503829136,0.5757343416452885
BTCUSDT,9,2023-04-21 04:00:00+00:00,2023-04-28 03:00:00+00:00,ast,165,1082.8190615919145,1170.273870553605,3.699341377800381
BTCUSDT,10,2023-06-30 23:00:00+00:00,2023-07-07 22:00:00+00:00,naive,167,80.86764705882375,104.11249148086426,0.26786057706481525
BTCUSDT,10,2023-06-30 23:00:00+00:00,2023-07-07 22:00:00+00:00,arima,167,79.77135354657281,104.82889364243309,0.2642440208845205
BTCUSDT,10,2023-06-30 23:00:00+00:00,2023-07-07 22:00:00+00:00,ast,167,437.19974819356725,452.12004389709386,1.4493021874562066
